Simulation, Step, Columns, Integers, Rows, Non-Zeros, UC-Time, ST-Time
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_NE_22 ) Log.txt,5, 3897964, 12960, 537797, 244232497,  00:43:13.7,  02:54:02.0. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_NE_22 ) Log.txt,6, 3897964, 12960, 537797, 244232497,  00:36:50.9,  02:47:41.0. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_NE_22 ) Log.txt,7, 3897964, 12960, 537797, 244232497,  00:35:12.2,  02:44:22.2. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_NE_22 ) Log.txt,8, 3897964, 12960, 537797, 244232497,  00:36:41.8,  02:47:10.2. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_NE_22 ) Log.txt,9, 3897964, 12960, 537797, 244232497,  00:26:05.3,  02:33:00.0. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_NE_22 ) Log.txt,10, 3897964, 12960, 537797, 244232497,  00:55:18.5,  02:59:50.4. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_NE_22 ) Log.txt,11, 3897964, 12960, 537797, 244232497,  00:44:27.6,  02:52:19.1. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_NE_22 ) Log.txt,12, 3897964, 12960, 537797, 244232497,  00:31:19.1,  02:39:24.3. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_NE_22 ) Log.txt,13, 3897964, 12960, 537797, 244232497,  00:41:49.6,  02:52:08.0. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_NE_22 ) Log.txt,14, 3897964, 12960, 537797, 244232497,  00:34:45.5,  02:39:03.2. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_CAISO_19 ) Log.txt,1, 1082458, 13392, 311396, 32770169,  00:03:39.1,  00:10:55.8. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_CAISO_19 ) Log.txt,2, 1107882, 13392, 336820, 32821119,  02:21:06.3,  02:31:32.8. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_CAISO_19 ) Log.txt,3, 1107882, 13392, 336820, 32821119,  00:03:19.2,  00:13:08.6. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_CAISO_19 ) Log.txt,4, 1107882, 13392, 336820, 32821119,  00:03:37.0,  00:12:59.6. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_CAISO_19 ) Log.txt,5, 1107882, 13392, 336820, 32821119,  00:03:45.5,  00:13:36.1. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_CAISO_19 ) Log.txt,6, 1107882, 13392, 336820, 32821119,  00:02:09.8,  00:11:47.9. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_CAISO_19 ) Log.txt,7, 1107882, 13392, 336820, 32821119,  00:02:19.2,  00:12:13.8. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_CAISO_19 ) Log.txt,8, 1107882, 13392, 336820, 32821119,  00:02:43.4,  00:12:27.3. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_CAISO_19 ) Log.txt,9, 1107882, 13392, 336820, 32821119,  00:03:10.8,  00:13:07.9. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_CAISO_19 ) Log.txt,10, 1107882, 13392, 336820, 32821119,  00:03:46.2,  00:13:29.2. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_CAISO_19 ) Log.txt,11, 1107882, 13392, 336820, 32821119,  00:02:13.1,  00:12:06.4. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_CAISO_19 ) Log.txt,12, 1107882, 13392, 336820, 32821119,  00:03:30.3,  00:13:07.8. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_CAISO_19 ) Log.txt,13, 1107882, 13392, 336820, 32821119,  02:19:43.7,  02:29:31.1. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_CAISO_19 ) Log.txt,14, 1107882, 13392, 336820, 32821119,  00:03:02.3,  00:12:49.7. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_SPP_07 ) Log.txt,1, 3718428, 14016, 364460, 243863829,  00:16:23.6,  02:01:22.5. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_SPP_07 ) Log.txt,2, 3884356, 14016, 530388, 244195695,  00:59:04.9,  03:18:42.0. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_SPP_07 ) Log.txt,3, 3884356, 14016, 530388, 244195695,  00:36:39.3,  02:44:16.3. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_SPP_07 ) Log.txt,4, 3884356, 14016, 530388, 244195695,  00:39:55.8,  02:46:08.3. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_SPP_07 ) Log.txt,5, 3884356, 14016, 530388, 244195695,  00:37:40.0,  02:45:01.0. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_SPP_07 ) Log.txt,6, 3884356, 14016, 530388, 244195695,  00:49:00.9,  02:54:29.4. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_SPP_07 ) Log.txt,7, 3884356, 14016, 530388, 244195695,  00:30:36.2,  02:37:57.0. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_SPP_07 ) Log.txt,8, 3884356, 14016, 530388, 244195695,  00:33:07.6,  02:39:01.5. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_SPP_07 ) Log.txt,9, 3884356, 14016, 530388, 244195695,  00:26:21.5,  02:33:03.2. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_SPP_07 ) Log.txt,10, 3884356, 14016, 530388, 244195695,  00:36:31.1,  02:43:28.5. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_SPP_07 ) Log.txt,11, 3884356, 14016, 530388, 244195695,  00:21:30.1,  02:27:31.9. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_SPP_07 ) Log.txt,12, 3884356, 14016, 530388, 244195695,  00:41:56.1,  02:48:57.9. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_SPP_07 ) Log.txt,13, 3884356, 14016, 530388, 244195695,  00:46:04.2,  02:50:56.0. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_SPP_07 ) Log.txt,14, 3884356, 14016, 530388, 244195695,  00:59:16.3,  03:05:15.4. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_PJM_18 ) Log (1).txt,1, 3737132, 21408, 424162, 244059217,  00:17:02.4,  02:09:43.5. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_PJM_18 ) Log (1).txt,2, 3903060, 21408, 590090, 244391080,  00:20:42.3,  03:01:11.2. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_PJM_18 ) Log (1).txt,3, 3903060, 21408, 590090, 244391080,  00:26:33.9,  03:12:07.2. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_PJM_18 ) Log (1).txt,4, 3903060, 21408, 590090, 244391080,  00:25:37.4,  03:17:28.1. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_PJM_18 ) Log (1).txt,5, 3903060, 21408, 590090, 244391080,  00:23:31.1,  02:50:21.7. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_PJM_18 ) Log (1).txt,6, 3903060, 21408, 590090, 244391080,  00:39:34.2,  03:02:33.6. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_PJM_18 ) Log (1).txt,7, 3903060, 21408, 590090, 244391080,  00:38:18.6,  03:05:41.3. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_PJM_18 ) Log (1).txt,8, 3903060, 21408, 590090, 244391080,  00:40:00.0,  03:06:16.6. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_PJM_18 ) Log (1).txt,9, 3903060, 21408, 590090, 244391080,  00:22:59.5,  02:57:08.9. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_PJM_18 ) Log (1).txt,10, 3903060, 21408, 590090, 244391080,  00:44:21.2,  03:13:12.4. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_PJM_18 ) Log (1).txt,11, 3903060, 21408, 590090, 244391080,  00:26:39.8,  02:36:05.2. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_PJM_18 ) Log (1).txt,12, 3903060, 21408, 590090, 244391080,  00:28:31.0,  02:55:55.6. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_PJM_18 ) Log (1).txt,13, 3903060, 21408, 590090, 244391080,  00:42:09.6,  03:12:29.6. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_PJM_18 ) Log (1).txt,14, 3903060, 21408, 590090, 244391080,  00:43:38.9,  03:05:39.0. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_MISO_07 ) Log.txt,1, 3748836, 22704, 439856, 244104882,  00:22:28.7,  02:17:16.7. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_MISO_07 ) Log.txt,2, 3914764, 22704, 605784, 244436749,  01:45:04.2,  04:25:57.2. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_MISO_07 ) Log.txt,3, 3914764, 22704, 605784, 244436749,  00:46:57.4,  03:24:54.2. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_MISO_07 ) Log.txt,4, 3914764, 22704, 605784, 244436749,  00:59:54.8,  03:27:51.0. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_MISO_07 ) Log.txt,5, 3914764, 22704, 605784, 244436749,  02:18:10.4,  04:27:32.1. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_MISO_07 ) Log.txt,6, 3914764, 22704, 605784, 244436749,  02:53:16.4,  05:11:18.1. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_MISO_07 ) Log.txt,7, 3914764, 22704, 605784, 244436749,  00:44:57.1,  02:55:09.8. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_MISO_07 ) Log.txt,8, 3914764, 22704, 605784, 244436749,  00:36:09.3,  02:51:08.1. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_MISO_07 ) Log.txt,9, 3914764, 22704, 605784, 244436749,  01:07:16.7,  03:20:45.4. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_MISO_07 ) Log.txt,10, 3914764, 22704, 605784, 244436749,  00:43:03.9,  02:51:47.3. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_MISO_07 ) Log.txt,11, 3914764, 22704, 605784, 244436749,  00:45:14.5,  03:01:37.0. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_MISO_07 ) Log.txt,12, 3914764, 22704, 605784, 244436749,  01:03:24.6,  03:19:04.3. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_MISO_07 ) Log.txt,13, 3914764, 22704, 605784, 244436749,  02:19:47.1,  04:28:35.0. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_MISO_07 ) Log.txt,14, 3914764, 22704, 605784, 244436749,  02:20:04.6,  04:53:14.7. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_SPP_02 ) Log.txt,1, 3718428, 14016, 364460, 243863829,  00:14:24.5,  02:05:05.5. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_SPP_02 ) Log.txt,2, 3884356, 14016, 530388, 244195695,  00:37:45.6,  03:17:54.5. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_SPP_02 ) Log.txt,3, 3884356, 14016, 530388, 244195695,  01:03:53.7,  03:36:04.3. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_SPP_02 ) Log.txt,4, 3884356, 14016, 530388, 244195695,  01:45:45.0,  04:17:15.5. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_SPP_02 ) Log.txt,5, 3884356, 14016, 530388, 244195695,  00:32:22.4,  02:41:38.8. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_SPP_02 ) Log.txt,6, 3884356, 14016, 530388, 244195695,  00:45:14.0,  02:56:12.8. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_SPP_02 ) Log.txt,7, 3884356, 14016, 530388, 244195695,  01:02:53.2,  03:14:27.1. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_SPP_02 ) Log.txt,8, 3884356, 14016, 530388, 244195695,  00:40:39.7,  02:49:57.6. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_SPP_02 ) Log.txt,9, 3884356, 14016, 530388, 244195695,  00:38:25.2,  02:54:51.0. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_SPP_02 ) Log.txt,10, 3884356, 14016, 530388, 244195695,  01:31:33.9,  03:42:46.7. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_SPP_02 ) Log.txt,11, 3884356, 14016, 530388, 244195695,  00:46:03.6,  03:01:03.8. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_SPP_02 ) Log.txt,12, 3884356, 14016, 530388, 244195695,  00:41:46.3,  02:53:12.1. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_SPP_02 ) Log.txt,13, 3884356, 14016, 530388, 244195695,  00:47:00.0,  02:58:32.0. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_SPP_02 ) Log.txt,14, 3884356, 14016, 530388, 244195695,  02:02:54.3,  04:10:27.6. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/~Model ( b_2024_base_SE_09 ) Log.txt,1, , , , , ,  
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/~Model ( b_2024_base_MISO_02 ) Log (1).txt,1, , , , , ,  
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_PJM_30 ) Log.txt,1, 3737132, 21408, 424162, 244059217,  00:14:21.7,  01:48:25.3. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_PJM_30 ) Log.txt,2, 3903060, 21408, 590090, 244391080,  00:42:58.9,  02:59:51.4. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_PJM_30 ) Log.txt,3, 3903060, 21408, 590090, 244391080,  00:42:27.8,  03:15:45.6. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_PJM_30 ) Log.txt,4, 3903060, 21408, 590090, 244391080,  00:32:09.8,  03:05:10.0. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_PJM_30 ) Log.txt,5, 3903060, 21408, 590090, 244391080,  00:41:46.1,  03:00:59.0. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_PJM_30 ) Log.txt,6, 3903060, 21408, 590090, 244391080,  00:31:29.7,  02:39:05.3. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_PJM_30 ) Log.txt,7, 3903060, 21408, 590090, 244391080,  00:30:04.5,  02:38:07.6. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_PJM_30 ) Log.txt,8, 3903060, 21408, 590090, 244391080,  00:36:34.1,  02:43:30.3. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_PJM_30 ) Log.txt,9, 3903060, 21408, 590090, 244391080,  00:28:34.8,  02:34:58.9. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_PJM_30 ) Log.txt,10, 3903060, 21408, 590090, 244391080,  00:25:33.9,  02:29:20.9. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_PJM_30 ) Log.txt,11, 3903060, 21408, 590090, 244391080,  00:33:33.1,  02:41:59.6. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_PJM_30 ) Log.txt,12, 3903060, 21408, 590090, 244391080,  00:41:29.5,  02:54:40.7. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_PJM_30 ) Log.txt,13, 3903060, 21408, 590090, 244391080,  00:31:00.4,  02:33:36.0. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_PJM_30 ) Log.txt,14, 3903060, 21408, 590090, 244391080,  00:45:43.9,  02:59:11.0. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_West_29 ) Log.txt,1, 1097954, 14760, 334051, 32700570,  00:01:46.4,  00:06:54.4. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_West_29 ) Log.txt,2, 1123434, 14760, 359531, 32751634,  00:02:41.6,  00:25:37.5. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_West_29 ) Log.txt,3, 1123434, 14760, 359531, 32751634,  00:06:36.9,  00:14:36.3. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_West_29 ) Log.txt,4, 1123434, 14760, 359531, 32751634,  00:03:54.8,  00:12:10.7. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_West_29 ) Log.txt,5, 1123434, 14760, 359531, 32751634,  00:04:19.4,  00:12:32.0. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_West_29 ) Log.txt,6, 1123434, 14760, 359531, 32751634,  00:05:53.1,  00:14:26.2. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_West_29 ) Log.txt,7, 1123434, 14760, 359531, 32751634,  00:03:19.2,  00:11:40.0. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_West_29 ) Log.txt,8, 1123434, 14760, 359531, 32751634,  00:03:28.7,  00:12:00.4. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_West_29 ) Log.txt,9, 1123434, 14760, 359531, 32751634,  00:03:38.6,  00:11:59.6. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_West_29 ) Log.txt,10, 1123434, 14760, 359531, 32751634,  00:05:11.9,  00:13:43.1. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_West_29 ) Log.txt,11, 1123434, 14760, 359531, 32751634,  00:05:31.6,  00:13:58.9. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_West_29 ) Log.txt,12, 1123434, 14760, 359531, 32751634,  00:03:44.1,  00:12:15.6. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_West_29 ) Log.txt,13, 1123434, 14760, 359531, 32751634,  00:03:01.6,  00:11:24.5. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_West_29 ) Log.txt,14, 1123434, 14760, 359531, 32751634,  00:03:37.5,  00:12:11.8. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_CAISO_17 ) Log.txt,1, 1081786, 13392, 311284, 32724361,  00:01:41.4,  00:06:18.4. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_CAISO_17 ) Log.txt,2, 1107182, 13392, 336680, 32775255,  00:03:08.0,  00:11:53.1. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_CAISO_17 ) Log.txt,3, 1107182, 13392, 336680, 32775255,  00:02:23.6,  00:11:03.0. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_CAISO_17 ) Log.txt,4, 1107182, 13392, 336680, 32775255,  00:02:42.0,  00:11:13.5. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_CAISO_17 ) Log.txt,5, 1107182, 13392, 336680, 32775255,  02:17:16.0,  02:25:38.5. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_CAISO_17 ) Log.txt,6, 1107182, 13392, 336680, 32775255,  00:03:11.4,  00:11:13.3. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_CAISO_17 ) Log.txt,7, 1107182, 13392, 336680, 32775255,  00:03:24.7,  00:11:31.3. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_CAISO_17 ) Log.txt,8, 1107182, 13392, 336680, 32775255,  00:02:27.7,  00:10:35.4. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_CAISO_17 ) Log.txt,9, 1107182, 13392, 336680, 32775255,  00:02:47.4,  00:10:57.1. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_CAISO_17 ) Log.txt,10, 1107182, 13392, 336680, 32775255,  00:03:26.4,  00:11:40.9. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_CAISO_17 ) Log.txt,11, 1107182, 13392, 336680, 32775255,  00:02:34.0,  00:10:37.2. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_CAISO_17 ) Log.txt,12, 1107182, 13392, 336680, 32775255,  00:03:05.4,  00:11:09.5. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_CAISO_17 ) Log.txt,13, 1107182, 13392, 336680, 32775255,  00:03:03.2,  00:11:18.6. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_CAISO_17 ) Log.txt,14, 1107182, 13392, 336680, 32775255,  00:02:46.3,  00:10:50.0. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_PJM_01 ) Log.txt,1, 3737132, 21408, 424162, 244059217,  00:15:20.2,  01:54:35.9. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_PJM_01 ) Log.txt,2, 3903060, 21408, 590090, 244391080,  00:21:47.8,  02:42:21.9. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_PJM_01 ) Log.txt,3, 3903060, 21408, 590090, 244391080,  01:27:52.4,  03:33:51.6. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_PJM_01 ) Log.txt,4, 3903060, 21408, 590090, 244391080,  00:47:24.9,  02:52:35.4. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_PJM_01 ) Log.txt,5, 3903060, 21408, 590090, 244391080,  00:43:10.5,  02:48:13.7. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_PJM_01 ) Log.txt,6, 3903060, 21408, 590090, 244391080,  00:50:36.1,  03:04:03.6. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_PJM_01 ) Log.txt,7, 3903060, 21408, 590090, 244391080,  00:42:57.2,  02:45:45.4. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_PJM_01 ) Log.txt,8, 3903060, 21408, 590090, 244391080,  00:23:47.7,  02:32:14.9. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_PJM_01 ) Log.txt,9, 3903060, 21408, 590090, 244391080,  00:26:12.1,  02:38:37.9. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_PJM_01 ) Log.txt,10, 3903060, 21408, 590090, 244391080,  00:50:44.4,  02:59:59.6. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_PJM_01 ) Log.txt,11, 3903060, 21408, 590090, 244391080,  00:57:06.0,  03:02:28.3. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_PJM_01 ) Log.txt,12, 3903060, 21408, 590090, 244391080,  00:54:32.4,  03:00:41.7. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_PJM_01 ) Log.txt,13, 3903060, 21408, 590090, 244391080,  01:06:20.9,  03:20:25.8. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_PJM_01 ) Log.txt,14, 3903060, 21408, 590090, 244391080,  00:30:09.8,  02:48:14.3. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_NT_22 ) Log.txt,1, 1051222, 8112, 230558, 32406591,  00:01:14.2,  00:05:57.9. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_NT_22 ) Log.txt,2, 1076674, 8112, 256010, 32457578,  00:02:04.7,  00:10:49.5. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_NT_22 ) Log.txt,3, 1076674, 8112, 256010, 32457578,  00:01:36.5,  00:10:17.4. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_NT_22 ) Log.txt,4, 1076674, 8112, 256010, 32457578,  00:01:59.7,  00:10:34.7. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_NT_22 ) Log.txt,5, 1076674, 8112, 256010, 32457578,  00:01:32.8,  00:09:44.0. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_NT_22 ) Log.txt,6, 1076674, 8112, 256010, 32457578,  00:01:34.2,  00:10:15.4. 
